id,category,description,location,riskLevel
3175,other,clock in study room is running 15 minutes slow,Hostel E Water Tank Area,low
1288,electrical,"water leaking directly onto open electrical switchboard, sparking vigorously. Needs urgent inspection.",Hostel C Room 305,high
2912,security,Multiple room padlocks tampered with during semester break. please send someone to check as soon as possible.,Hostel E Room 501,medium
1715,network,"entire wing unable to connect to campus wifi, obtaining IP address error. Reported this earlier today.",Hostel A Ground Floor Lobby,medium
3018,security,kidnapping or severe security threat reported on campus grounds. Please send someone to check as soon as possible.,Hostel D Room 412,high
1365,plumbing,mild condensation on cold water pipe beneath the washbasin,Hostel A Ground Floor Lobby,low
3274,other,student trapped inside study room due to jammed door knob,Hostel C Wing West Common Area,medium
2726,sanitation,burst main septic chamber overflowing across hostel perimeter. Noticeable smell and noise.,Hostel E Room 501,high
3158,other,Room curtain rod bracket is slightly bent. very concerning situation.,Hostel A Floor 2 Washroom,low
2280,structural,room door needs a stopper installed to prevent banging. Please send someone to check as soon as possible.,Hostel C Staircase,low
1161,electrical,sparking sound heard when inserting 3-pin laptop adapter into wall socket. Affecting multiple students.,Hostel D Room 412,medium
3259,other,honeybee or wasp nest building up under 3rd floor window ledge. Needs urgent inspection.,Central Canteen Kitchen Area,medium
1334,plumbing,bathroom sink tap handle is a bit tight to turn off completely,Hostel C Room 305,low
3318,other,Gas cylinder valve leaking rapidly with loud hissing in cafeteria kitchen,Hostel E Water Tank Area,high
1071,electrical,Minor flicker in hallway lighting during evening hours,Hostel D Cafeteria,low
2936,security,unauthorized trespasser seen wandering hostel corridors without visitor badge. Reported this earlier today.,Gymnasium Locker Room,medium
2694,sanitation,waste disposal bin broken and spilling contaminated waste into corridor. Students are worried about safety.,Hostel D Room 412,medium
1346,plumbing,"Tap slowly dripping in bathroom sink, bucket placed underneath",Hostel C Basement Study Room,low
2614,sanitation,blocked urinal overflowing dirty water onto restroom floor,Gymnasium Locker Room,medium
1190,electrical,power socket feels warm to the touch after using for an hour,Hostel C Wing West Common Area,medium
1231,electrical,"exposed live wire hanging near wet washroom entrance, serious shock hazard. Please resolve this quickly.",Main Auditorium Hall B,high
1668,network,Printer on floor network is occasionally unreachable. reported this earlier today.,Hostel C Wing West Common Area,low
1310,plumbing,Mild condensation on cold water pipe beneath the washbasin. kindly update ticket status once inspected.,Hostel B Main Electrical Room,low
3094,security,"violent altercation with weapons reported in common room, students in danger",Hostel A Ground Floor Lobby,high
1653,network,intermittent ping spikes while playing online educational tutorials. Noticeable smell and noise.,Main Auditorium Hall B,low
3032,security,"active break-in in progress, unauthorized person forcing doors on 3rd floor",Hostel B Corridor 3rd Floor,high
1574,plumbing,water entering room through light fixtures from flooded floor above,Hostel C Basement Study Room,high
2057,fire_safety,smoke detector in corridor sounding false alarms intermittently. Needs urgent inspection.,Hostel B Corridor 3rd Floor,medium
1121,electrical,wire casing near the switchboard appears loose and cracked. Students are worried about safety.,Hostel A Ground Floor Lobby,medium
2299,structural,small hairline crack on bedroom plaster near the window sill,Library 2nd Floor Reading Hall,low
1065,electrical,reading light bulb needs replacement in the study room,Hostel B Balcony,low
1018,electrical,desk light bulb has gone dim over the last few days,Hostel E Room 501,low
1225,electrical,main circuit breaker exploded with loud bang and continuous sparks,Hostel E Water Tank Area,high
1487,plumbing,foul smelling dirty water coming out from tap in hostel wing,Hostel A Ground Floor Lobby,medium
1458,plumbing,water supply completely cut off to floor 4 bathrooms for 6 hours. Please send someone to check as soon as possible.,Hostel A Dining Hall,medium
1016,electrical,minor flicker in hallway lighting during evening hours. Kindly update ticket status once inspected.,Hostel A Room 102,low
2381,structural,Heavy water seepage causing wall to bulge and paint to peel severely,Hostel D Room 412,medium
1709,network,DHCP server not assigning IP addresses to students on hostel network. Happening since last night.,Hostel C Basement Study Room,medium
2356,structural,Sunshade slab outside 2nd floor window showing visible cracks and sag,Hostel A Floor 2 Washroom,medium
3176,other,notice board glass in lobby has finger smudges. Very concerning situation.,Hostel C Room 305,low
2581,sanitation,soap dispenser empty in common washroom,Hostel B Main Electrical Room,low
2866,security,locker padlock key feels slightly worn out,Hostel A Dining Hall,low
1860,network,"All core routers offline, mission critical services and monitoring halted",Hostel D Terrace Access,high
2420,structural,"entire balcony slab vibrating and tilting downward, imminent collapse risk. Needs urgent inspection.",Hostel B Room 214,high
3358,other,Severe allergic reaction / anaphylaxis emergency in dining hall. needs urgent inspection.,Gymnasium Locker Room,high
2986,security,Unauthorized trespasser seen wandering hostel corridors without visitor badge,Hostel A Ground Floor Lobby,medium
2226,structural,floor tile in corner of room has slight chip on corner,Hostel D Cafeteria,low
3117,other,Bookshelf in common area needs reorganizing,Hostel E Room 501,low
2445,structural,major structural pillar in basement shows wide cracks and exposed rebar buckling. Very concerning situation.,Academic Block 1 Room 101,high
2033,fire_safety,Smoke detector in corridor sounding false alarms intermittently. happening since last night.,Hostel A Floor 2 Washroom,medium
1806,network,"main fiber backbone disconnected, total campus disconnection from internet. Please send someone to check as soon as possible.",Hostel C Staircase,high
2808,security,Security mirror at staircase corner is slightly tilted,Hostel A Floor 2 Washroom,low
1539,plumbing,severe structural flooding threatening server room on ground floor,Hostel C Staircase,high
2164,fire_safety,Emergency fire exit completely blocked while fire is spreading in staircase. needs urgent inspection.,Hostel D Server Rack Room,high
2007,fire_safety,Corridor fire alarm strobe light not activating during system test,Hostel B Main Electrical Room,medium
1229,electrical,"active electrical fire in junction box near room 305, burning plastic smell and flames",Hostel E Water Tank Area,high
2589,sanitation,recycling bin overflowing with empty cardboard boxes. Students are worried about safety.,Hostel D Terrace Access,low
3215,other,severe noise disruption from unauthorized party in room late at night,Hostel A Dining Hall,medium
3000,security,"Room door lock mechanism broken, door cannot be securely locked from outside. students are worried about safety.",Hostel B Corridor 3rd Floor,medium
2696,sanitation,black mold spreading rapidly along damp bathroom walls and ceiling. Very concerning situation.,Hostel D Room 412,medium
2432,structural,Building foundation wall cracked with noticeable tilt in hostel wing b. please resolve this quickly.,Hostel D Server Rack Room,high
3105,other,lost student ID card found in library and placed at reception,Hostel F Room 118,low
1538,plumbing,Ceiling collapsing due to heavy water accumulation from overhead pipe rupture,Hostel C Room 305,high
3339,other,"roof water tank collapsed through ceiling into top floor rooms, students trapped. Students are worried about safety.",Hostel D Cafeteria,high
2470,structural,major structural pillar in basement shows wide cracks and exposed rebar buckling,Hostel A Ground Floor Lobby,high
2580,sanitation,soap dispenser empty in common washroom,Hostel A Dining Hall,low
2254,structural,small chip in stair tread edge on ground floor landing,Hostel A Dining Hall,low
2805,security,gate latch on secondary perimeter fence is loose. Noticeable smell and noise.,Hostel D Terrace Access,low
3229,other,Student trapped inside study room due to jammed door knob,Hostel B Balcony,medium
2946,security,multiple room padlocks tampered with during semester break. Affecting multiple students.,Hostel E Water Tank Area,medium
2351,structural,staircase concrete step cracked in half and unstable under foot traffic. Reported this earlier today.,Hostel D Cafeteria,medium
1137,electrical,power socket feels warm to the touch after using for an hour,Main Auditorium Hall B,medium
1266,electrical,heavy smoke and crackling sparks coming from distribution panel in wing B,Hostel E Water Tank Area,high
2295,structural,room door needs a stopper installed to prevent banging. Very concerning situation.,Gymnasium Locker Room,low
